site,TIMESTAMP,GPP_NT_VUT_REF,TA_F,VPD_F,SW_IN_F,PA_F,P_F,WS_F,LE_F_MDS,H_F_MDS,PPFD_IN,NETRAD
US-Var,2001-05-22,0.378648,26.194,24.696,312.103,99.4,0.0,1.175,33.3325,79.2236,693.5616249999999,143.18366666666665
US-Var,2001-05-23,-0.603488,25.137,23.84,318.395,99.423,0.0,1.099,26.9413,74.9133,707.5448124999999,143.64847916666668
US-Var,2001-05-24,0.0163,25.584,24.861,317.674,99.454,0.0,1.203,28.2187,78.0643,705.9415895833332,134.99631250000002
US-Var,2001-05-25,0.272409,24.429,24.076,300.712,99.406,0.0,1.288,23.7061,70.0737,668.2490833333333,117.25808333333332
US-Var,2001-05-26,0.329706,21.515,19.032,326.93,99.238,0.0,1.346,18.9454,87.03,726.5113895833333,134.901625
US-Var,2001-05-27,0.285802,16.39,9.596,313.692,99.054,0.0,1.348,12.6993,99.4412,697.0938145833334,138.75372916666666
US-Var,2001-05-28,0.212807,17.786,12.31,322.404,99.267,0.0,1.325,13.8202,99.4732,716.4539437500001,140.1933541666667
US-Var,2001-05-29,0.272541,22.443,20.275,324.867,99.429,0.0,1.28,17.2461,96.5655,721.9269791666666,142.5031875
US-Var,2001-05-30,0.0997696,28.289,31.463,322.511,99.4,0.0,1.216,17.4968,80.2385,716.6905,134.5047291666667
US-Var,2001-05-31,0.122921,30.597,36.251,321.087,99.167,0.0,1.45,18.91,77.063,713.5262083333333,127.23114583333331
US-Var,2001-06-01,0.259243,24.115,20.199,297.607,99.05,0.0,1.534,10.9676,88.6947,661.3490375,115.73414583333332
US-Var,2001-06-02,0.111811,18.398,12.622,327.968,99.115,0.0,1.374,8.93567,107.278,728.8175770833333,131.00875
US-Var,2001-06-03,0.0505752,17.795,14.736,333.864,99.044,0.0,1.635,10.0731,106.335,741.9192854166668,133.08541666666665
US-Var,2001-06-04,0.0615789,19.537,18.266,332.753,98.969,0.0,1.292,7.49332,99.3874,739.4522208333334,129.26347916666666
US-Var,2001-06-05,0.15162,19.864,16.54,323.63,99.5,0.0,1.376,5.34574,105.136,719.1780979166666,136.53541666666666
US-Var,2001-06-06,-0.120776,22.504,20.226,327.337,99.671,0.0,1.559,7.14532,100.073,727.4156875,134.0916875
US-Var,2001-06-07,0.0384225,25.722,25.363,327.375,99.446,0.0,1.405,6.93713,91.8723,727.5003958333333,127.53114583333333
US-Var,2001-06-08,-0.251561,24.405,23.305,330.525,99.381,0.0,1.597,6.67005,95.3302,734.4993854166665,122.420625
US-Var,2001-06-09,-0.38202,20.545,16.517,333.9,99.471,0.0,1.342,4.81868,105.267,741.9992395833333,130.7907291666667
US-Var,2001-06-10,-0.235327,19.008,13.51,314.087,99.51,0.0,1.27,3.11565,98.0028,697.9702520833333,120.15591666666666
US-Var,2001-06-11,-0.420604,19.576,11.941,289.762,99.54,0.0,1.343,2.65155,93.8739,643.9155416666666,118.06283333333332
US-Var,2001-06-12,-0.12864,20.547,16.382,331.203,99.346,0.0,1.582,5.14985,106.192,736.0057708333334,132.53922916666667
US-Var,2001-06-13,-0.289365,21.737,21.178,338.581,99.123,0.0,2.345,4.20606,103.242,752.4019958333333,126.03414583333334
US-Var,2001-06-14,-0.555209,25.46,27.279,331.17,99.263,0.0,1.22,4.10762,88.4054,735.93344375,121.94779166666666
US-Var,2001-06-15,-0.49798,26.706,29.035,332.281,99.258,0.0,1.368,4.88073,85.4196,738.40148125,119.51620833333334
US-Var,2001-06-16,-1.17903,27.095,29.862,333.137,99.312,0.0,1.354,4.73981,90.3022,740.3036770833334,119.03541666666666
US-Var,2001-06-17,-0.829463,26.508,26.608,309.731,99.404,0.0,1.367,2.67502,78.1756,688.2909166666667,107.92979166666667
US-Var,2001-06-18,-0.772993,26.855,28.54,329.62,99.271,0.0,1.247,4.50691,84.085,732.48825,122.11375000000002
US-Var,2001-06-19,-0.626178,28.387,32.016,327.209,99.148,0.0,1.265,2.95627,78.6023,727.1314062499999,119.32522916666666
US-Var,2001-06-20,-0.18647,29.167,33.838,318.099,99.256,0.0,1.204,3.36731,82.4348,706.8856770833332,113.534375
US-Var,2001-06-21,-0.194561,29.301,33.573,318.312,99.425,0.0,1.241,3.2834,86.0431,707.3597083333334,115.58604166666665
US-Var,2001-06-22,-0.0854966,28.533,31.402,324.04,99.285,0.0,1.594,2.73647,89.3993,720.0885416666666,106.65825531914894
US-Var,2001-06-23,-0.180891,22.976,21.927,324.014,99.29,0.0,1.458,5.64979,89.9229,720.0311562500001,113.27597916666666
US-Var,2001-06-24,0.18108,19.895,17.635,316.317,99.54,0.0,1.497,1.81218,90.0415,702.9264354166667,119.22565217391306
US-Var,2001-06-25,-0.420494,17.614,9.394,189.312,99.45,2.032,1.366,3.67617,63.9765,420.6938479166667,71.3258125
US-Var,2001-06-26,0.178636,18.703,8.532,263.981,99.385,0.0,1.588,27.1651,77.3959,586.6237895833334,136.89104347826088
US-Var,2001-06-27,-0.257725,17.856,6.677,91.298,99.875,0.508,1.136,12.2168,20.108,202.8847916666667,19.477729166666663
US-Var,2001-06-28,0.266671,20.734,12.226,324.186,99.919,0.0,1.375,7.01502,106.377,720.4133750000001,145.15708333333336
US-Var,2001-06-29,0.0085696,23.834,19.988,328.548,99.548,0.0,1.356,5.60823,99.3528,730.1061875,138.07041666666666
US-Var,2001-06-30,-0.0101565,26.079,25.101,329.602,99.277,0.0,1.349,5.63303,97.402,732.4495520833334,130.6141041666667
US-Var,2001-07-01,-0.301062,26.841,28.731,335.864,99.321,0.0,1.223,3.379,97.4297,746.3635854166665,130.07120833333337
US-Var,2001-07-02,-0.185127,30.101,37.038,327.054,99.069,0.0,1.494,5.299,91.9308,726.7856479166667,127.209375
US-Var,2001-07-03,-0.0128002,33.213,43.607,289.134,98.979,0.0,1.256,3.60411,85.7077,642.519225,110.33179166666666
US-Var,2001-07-04,-0.00934614,30.245,34.371,157.319,99.217,0.0,0.923,0.0725054,31.8771,349.5984125,48.626875000000005
US-Var,2001-07-05,-0.103935,28.726,30.307,297.588,99.073,0.0,1.128,3.5812,94.0603,661.30705,120.9531875
US-Var,2001-07-06,-0.0890742,25.509,24.579,271.789,99.173,0.0,1.359,4.1875,83.331,603.97656875,101.80625
US-Var,2001-07-07,-0.0535487,25.592,22.577,235.994,99.521,0.0,1.045,1.186,75.9327,524.4300614583334,94.26675
US-Var,2001-07-08,-0.0778485,26.025,24.57,320.395,99.587,0.0,1.575,1.96316,96.5266,711.9894520833333,128.58329166666667
US-Var,2001-07-09,-0.0750136,22.4,16.668,324.003,99.496,0.0,1.324,2.53212,110.994,720.0064145833334,137.62856250000002
US-Var,2001-07-10,0.294274,20.465,13.53,312.369,99.392,0.0,1.366,1.78014,106.981,694.1524145833332,132.6014166666667
US-Var,2001-07-11,-0.05949,18.283,10.228,320.366,99.51,0.0,1.465,1.38981,108.163,711.9249208333332,130.19991666666667
US-Var,2001-07-12,0.0398221,19.711,12.544,302.844,99.715,0.0,1.069,2.40301,102.793,672.986475,126.426914893617
US-Var,2001-07-13,-0.00831351,22.804,18.443,317.549,99.569,0.0,0.951,2.19942,102.731,705.6652083333333,125.86595833333332
US-Var,2001-07-14,0.0225285,20.999,13.928,319.291,99.233,0.0,1.196,2.68465,104.484,709.5352083333333,124.0984375
US-Var,2001-07-15,0.0423375,19.349,11.779,318.078,98.925,0.0,1.209,2.44751,104.415,706.8399166666668,126.32800000000002
US-Var,2001-07-16,0.0107112,17.943,9.465,311.78,99.221,0.0,1.696,2.60389,98.1573,692.8455104166666,123.11312499999998
US-Var,2001-07-17,0.0642395,19.516,12.715,314.981,99.456,0.0,0.982,2.62693,101.389,699.9576458333332,126.19
US-Var,2001-07-18,0.0852485,22.287,17.698,314.734,99.367,0.254,1.103,2.89216,93.6314,699.4088229166667,120.99020833333334
US-Var,2001-07-19,0.0599748,21.186,14.173,314.866,99.267,0.0,1.556,2.87713,94.6545,699.7029895833333,121.41175
US-Var,2001-07-20,0.039081,18.981,11.351,317.724,99.317,0.0,1.362,3.48524,104.256,706.0536145833333,123.7425625
US-Var,2001-07-21,-0.0066078,19.01,11.782,319.044,99.433,0.0,1.413,2.99335,98.5855,708.9869479166667,122.59416666666668
US-Var,2001-07-22,0.0169083,22.659,19.5,314.13,99.252,0.0,1.118,3.57665,86.0814,698.0664687499999,118.35395833333332
US-Var,2001-07-23,0.0292974,24.764,21.902,313.892,99.035,0.0,1.322,3.07906,90.9193,697.5371520833332,118.320625
US-Var,2001-07-24,-0.0551822,24.525,19.541,311.606,98.84,0.0,1.233,1.40874,90.5171,692.4573104166666,118.84252083333332
US-Var,2001-07-25,0.0499605,22.886,15.539,312.819,98.992,0.0,1.17,2.14728,94.7586,695.1534562500001,128.07582608695654
US-Var,2001-07-26,0.0681897,23.355,18.597,306.582,99.112,0.0,1.22,3.17611,90.2248,681.2926354166667,117.61895833333335
US-Var,2001-07-27,0.611841,24.871,22.698,307.1,99.225,0.0,1.129,2.41194,84.0509,682.444,111.86604166666666
US-Var,2001-07-28,0.0952077,24.674,21.902,307.973,99.356,0.0,0.974,2.00651,89.7923,684.3839270833332,111.34104166666668
US-Var,2001-07-29,0.10611,22.742,17.814,306.561,99.319,0.0,1.452,2.146,91.2693,681.2455624999999,110.66020833333332
US-Var,2001-07-30,-0.0228315,19.148,9.661,256.84,99.367,0.0,1.875,-0.243451,83.9885,570.7556770833334,93.51335416666666
US-Var,2001-07-31,0.0267735,22.044,15.372,302.421,99.217,0.0,1.04,1.53758,90.13,672.0457708333333,119.4156875
US-Var,2001-08-01,0.253152,24.432,19.837,304.608,99.508,0.0,0.966,1.70474,90.2084,676.9056041666666,111.0525
US-Var,2001-08-02,0.144268,23.414,20.138,307.717,99.565,0.0,1.064,1.77282,86.5882,683.81625,110.95375
US-Var,2001-08-03,-0.0253812,21.559,14.348,305.664,99.371,0.0,1.327,0.964335,91.8524,679.2538333333333,110.07875
US-Var,2001-08-04,-0.0641997,20.554,11.848,301.811,99.402,0.0,1.234,1.6224,87.661,670.6915,113.77458333333334
US-Var,2001-08-05,0.0566661,22.618,17.431,308.206,99.592,0.0,1.005,1.2616,89.9779,684.9025416666667,111.85645833333332
US-Var,2001-08-06,0.0945041,25.469,23.976,302.269,99.61,0.0,1.221,1.75924,85.3729,671.7096041666667,108.48145833333336
US-Var,2001-08-07,0.0487055,28.88,32.068,296.239,99.285,0.0,1.01,1.73174,78.276,658.308125,105.068125
US-Var,2001-08-08,-0.009341,29.955,33.624,294.085,99.033,0.0,1.086,1.32705,80.0865,653.5213125,100.36158333333331
US-Var,2001-08-09,-0.065192,24.418,19.683,296.154,99.333,0.0,1.379,1.47451,89.4095,658.1207291666666,104.16229166666668
US-Var,2001-08-10,-0.147688,20.869,14.254,301.478,99.552,0.0,1.268,0.628482,87.1036,669.9506458333334,103.45708333333332
US-Var,2001-08-11,0.0671798,22.23,18.395,299.129,99.381,0.0,1.297,2.26061,82.597,664.7322083333333,100.71750000000002
US-Var,2001-08-12,0.00991977,20.621,14.876,297.882,99.515,0.0,1.486,0.914181,86.5248,661.9592916666667,101.36843749999998
US-Var,2001-08-13,0.0586263,19.559,13.183,296.754,99.679,0.0,1.201,0.961083,86.4794,659.4543333333334,101.97416666666668
US-Var,2001-08-14,-0.0300572,22.676,20.241,295.275,99.483,0.0,1.1,0.711222,79.9764,656.1660625,98.87883333333332
US-Var,2001-08-15,-0.0948565,24.059,21.884,290.752,99.333,0.0,1.176,1.19434,74.6155,646.1149999999999,92.29022916666668
US-Var,2001-08-16,-0.014283,26.136,28.069,290.126,99.325,0.0,1.335,1.98973,72.3284,644.7247708333333,90.34470833333334
US-Var,2001-08-17,-0.0822714,27.823,31.601,278.38,99.402,0.0,1.525,2.36133,64.4666,618.6218958333333,84.14458333333333
US-Var,2001-08-18,0.00371294,25.63,26.473,289.021,99.354,0.0,1.326,1.39314,69.7581,642.2692708333333,86.28704166666667
US-Var,2001-08-19,-0.101216,24.79,24.153,288.94,99.108,0.0,1.358,0.863411,71.1614,642.0892604166667,89.18152083333332
US-Var,2001-08-20,-0.0309507,19.006,12.223,280.191,99.215,0.0,1.293,1.08534,80.3433,622.6469999999999,91.64260416666669
US-Var,2001-08-21,-0.0136609,18.63,10.827,286.917,99.327,0.0,1.212,0.393305,80.2897,637.5929583333333,93.74670833333332
US-Var,2001-08-22,-0.0727956,19.001,9.451,286.771,99.658,0.0,1.443,0.678153,80.803,637.26828125,94.58564583333332
US-Var,2001-08-23,-0.000160831,20.693,11.647,269.386,99.708,0.0,1.16,0.738655,73.6366,598.6363958333333,90.07527083333332
US-Var,2001-08-24,-0.0715089,23.132,16.908,280.358,99.423,0.0,1.342,1.65464,75.215,623.01690625,92.74352083333332
US-Var,2001-08-25,-0.0847719,25.567,23.899,275.435,99.117,0.0,1.331,2.54369,67.7774,612.07803125,86.16220833333334
US-Var,2001-08-26,-0.0751779,26.919,27.353,274.308,99.092,0.0,1.22,0.860846,64.3118,609.5728541666666,81.87072916666666
US-Var,2001-08-27,-0.0876173,28.124,30.417,270.284,99.021,0.0,1.575,0.906142,61.0301,600.6312916666667,80.96729166666667
US-Var,2001-08-28,-0.0963506,27.446,28.559,264.467,98.644,0.0,1.222,0.89754,63.8291,587.7043229166667,77.95625
US-Var,2001-08-29,-0.0989033,23.998,19.223,268.72,98.512,0.0,1.221,2.38209,71.8918,597.1555,80.91875
US-Var,2001-08-30,0.0672574,19.414,9.822,264.759,99.004,0.0,1.275,-0.290371,81.1767,588.3528124999999,87.114125
US-Var,2001-08-31,-0.0952259,22.122,14.782,259.549,99.177,0.0,1.012,0.289695,71.9562,576.7759374999999,85.56708333333334
US-Var,2001-09-01,-0.0407675,24.051,19.664,262.93,99.131,0.0,1.291,2.1583,65.7279,584.2896875,80.65895833333333
US-Var,2001-09-02,-0.0791423,26.251,25.877,260.994,99.113,0.0,1.543,1.70991,61.8697,579.9864583333333,77.24229166666667
US-Var,2001-09-03,-0.100255,26.343,27.024,258.774,99.106,0.0,1.2,1.59218,65.3331,575.0523958333333,76.83
US-Var,2001-09-04,-0.0832622,26.227,27.7,258.059,99.137,0.0,1.164,1.10366,67.2745,573.46375,72.64125
US-Var,2001-09-05,-0.0637904,21.833,17.683,260.973,99.142,0.0,1.216,1.2594,67.9009,579.9409375,70.41429166666667
US-Var,2001-09-06,-0.0113056,21.623,20.35,249.085,99.173,0.0,1.277,1.23432,60.3036,553.5228125,66.62339583333333
US-Var,2001-09-07,-0.1007,24.06,24.61,243.765,99.058,0.0,1.36,1.72276,45.3801,541.7003125,57.909125
US-Var,2001-09-08,0.0239355,21.094,17.281,231.039,98.923,0.0,0.916,1.48364,51.9095,513.4196875,58.18997916666667
US-Var,2001-09-09,0.0849146,17.601,9.063,240.874,99.069,0.0,0.978,2.05217,62.2245,535.2747916666666,69.21910416666667
US-Var,2001-09-10,0.0814208,18.614,10.44,239.628,99.269,0.0,0.973,1.89221,62.7549,532.5071875,68.26085416666666
US-Var,2001-09-11,0.0693938,19.68,11.323,170.109,99.15,0.0,0.837,0.0863905,36.7627,378.01946875,45.08891666666667
US-Var,2001-09-12,-1.837,18.475,9.367,241.035,99.029,0.0,1.005,1.06898,62.6195,535.6330208333334,69.36741666666667
US-Var,2001-09-13,-0.758018,19.04,8.672,230.262,99.317,0.0,1.09,2.68619,59.7851,511.694375,71.99495454545455
US-Var,2001-09-14,-0.110311,23.779,18.596,233.322,99.265,0.0,1.134,1.0216,54.0129,518.4936458333333,55.231777777777765
US-Var,2001-09-15,0.0440184,22.546,17.983,237.671,99.223,0.0,1.284,0.691586,57.6652,528.158125,64.030625
US-Var,2001-09-16,-0.476436,19.298,10.041,234.307,99.198,0.0,0.972,2.09106,57.6456,520.6826458333334,66.91089583333333
US-Var,2001-09-17,-0.460105,19.796,11.779,231.716,99.177,0.0,0.78,2.13947,58.1193,514.9247916666667,66.18583333333333
US-Var,2001-09-18,0.222327,21.761,14.503,228.566,99.073,0.0,1.135,1.33005,57.7854,507.9241666666667,64.79562499999999
US-Var,2001-09-19,-0.0416843,22.259,16.279,228.859,99.058,0.0,0.801,1.90551,54.5168,508.5758333333333,61.76520833333334
US-Var,2001-09-20,0.321108,22.347,17.732,227.927,99.269,0.0,0.82,3.63055,52.4086,506.5054166666667,57.35425
US-Var,2001-09-21,0.107564,21.001,16.184,223.744,99.21,0.0,1.052,2.37095,50.0881,497.208375,55.360979166666674
US-Var,2001-09-22,0.737207,23.288,20.504,206.617,99.165,0.0,1.284,1.99507,40.8815,459.1482083333333,44.86764583333333
US-Var,2001-09-23,1.06016,21.797,18.191,178.466,99.129,0.0,1.32,1.66636,32.1222,396.5903125,29.895416666666662
US-Var,2001-09-24,0.238058,19.166,11.643,195.978,99.21,8.128,1.358,0.938804,46.2755,435.507625,52.428
US-Var,2001-09-25,-6.47634,18.118,6.991,223.827,99.388,1.012,1.16,27.6938,39.4465,497.39414583333337,72.42708333333333
US-Var,2001-09-26,-1.9545,19.351,11.16,229.748,99.252,0.0,1.358,20.3818,40.243,510.5520416666666,68.33041666666666
US-Var,2001-09-27,-1.62379,18.816,11.079,226.518,99.146,0.0,1.362,15.1575,47.5905,503.3735208333333,63.51666666666666
US-Var,2001-09-28,-1.10881,16.878,10.94,225.037,99.306,0.0,1.082,12.8499,50.7838,500.0815208333333,59.55622916666667
US-Var,2001-09-29,-0.456255,19.851,15.51,222.524,99.108,0.0,1.226,11.5609,36.6793,494.4970416666667,56.77472916666667
US-Var,2001-09-30,0.146052,25.393,25.306,216.599,98.94,0.0,1.328,10.7522,32.3025,481.3310625,55.03566666666666
US-Var,2001-10-01,0.14786,28.048,31.176,208.262,99.121,0.0,1.261,9.81795,34.6978,462.8055,53.39452083333333
US-Var,2001-10-02,-0.139433,26.414,27.526,208.448,99.127,0.0,1.361,7.63013,36.0195,463.2179791666667,49.22497916666666
US-Var,2001-10-03,-0.0319921,25.549,24.784,205.463,99.167,0.254,1.175,6.28426,32.2073,456.58377083333335,45.19649999999999
US-Var,2001-10-04,-1.1708,17.218,7.926,208.372,99.217,0.0,1.111,4.53164,50.7651,463.04945833333335,50.64041666666666
US-Var,2001-10-08,-0.276908,19.394,9.375,187.501,99.634,0.254,1.0,3.94012,42.5366,416.6680625,84.68458064516128
US-Var,2001-10-11,-0.0300944,18.923,15.227,160.383,99.652,0.254,1.272,2.21834,27.5554,356.4075,25.412291666666665
US-Var,2001-10-12,0.00528247,18.255,15.815,194.059,99.583,0.0,1.329,3.76682,38.2491,431.2433333333333,38.94958333333333
US-Var,2001-10-13,0.0876118,20.836,18.414,189.699,99.467,66.08,0.978,2.71663,31.2139,421.5527083333333,30.491666666666664
US-Var,2001-10-14,-0.0351298,21.434,18.567,169.694,99.217,0.0,0.991,2.55621,25.729,377.0980625,21.953479166666668
US-Var,2001-10-16,0.0126841,19.317,14.606,132.678,99.469,0.0,0.923,1.3388,16.0272,294.8397291666667,17.280583333333333
US-Var,2001-10-17,0.270448,15.862,7.896,175.097,99.546,0.0,0.735,1.52065,34.4147,389.105,35.30583333333333
US-Var,2001-10-18,0.0882484,18.289,13.699,179.915,99.642,0.0,1.065,1.4786,28.9733,399.81104166666665,28.15995833333333
US-Var,2001-10-19,0.0588659,20.0,16.107,154.02,99.392,0.0,1.302,1.91428,16.8519,342.26625,18.916666666666664
US-Var,2001-10-20,0.132273,19.053,14.785,156.59,99.169,0.0,1.114,1.41108,23.3303,347.97791666666666,19.586458333333333
US-Var,2001-10-21,0.0308398,12.941,5.671,173.331,99.319,0.0,1.137,1.19581,38.7739,385.180625,28.117208333333338
US-Var,2001-10-22,0.037264,14.871,8.799,171.812,99.679,0.0,1.234,2.87876,34.5594,381.805,31.236104166666667
US-Var,2001-10-23,0.0237684,16.135,9.549,170.76,99.519,0.0,1.619,0.606645,33.9888,379.465625,28.123354166666672
US-Var,2001-10-24,0.00617204,13.862,8.895,167.152,99.683,0.0,1.276,2.59131,30.6879,371.4485416666666,21.987875000000003
US-Var,2001-10-25,0.313491,16.944,12.687,156.03,99.771,0.0,1.298,1.9498,18.2716,346.7333333333333,15.953958333333334
US-Var,2001-10-26,0.370324,18.69,15.181,161.178,99.754,0.0,1.299,2.28803,23.7425,358.1742708333333,18.939791666666665
US-Var,2001-10-27,0.555619,13.788,4.705,139.388,99.7,0.0,1.19,-0.289841,34.5655,309.7517708333333,25.0450625
US-Var,2001-10-28,0.640304,14.411,6.049,125.986,99.863,0.0,1.138,1.28236,17.2623,279.9682291666667,17.132333333333335
US-Var,2001-10-29,0.91968,15.381,6.395,93.753,100.058,0.0,0.744,2.01532,14.8395,208.33895833333332,14.905708333333337
US-Var,2001-10-30,-1.21404,14.988,1.991,48.673,99.667,12.95,1.488,15.5533,-2.40378,108.16166666666668,-20.09329166666667
US-Var,2001-10-31,-0.7731,14.158,4.227,158.48,99.885,0.0,1.082,18.5623,22.3049,352.1770833333333,30.265500000000003
US-Var,2001-11-01,-0.172166,13.174,4.979,143.475,99.762,0.0,1.209,14.0281,19.5443,318.8341666666667,21.351208333333336
US-Var,2001-11-02,0.27895,13.789,5.351,138.943,99.777,0.0,1.21,12.1526,17.7784,308.763125,21.7225
US-Var,2001-11-03,0.635933,15.547,7.962,153.052,99.944,0.0,1.193,11.832,19.1957,340.1147916666667,25.843229166666664
US-Var,2001-11-04,0.601742,16.922,10.75,155.116,99.735,0.0,1.37,11.8631,17.4136,344.70250000000004,23.83445833333333
US-Var,2001-11-05,0.690155,16.119,8.881,149.845,99.617,0.0,1.385,10.4777,19.0101,332.98791666666665,19.72895833333333
US-Var,2001-11-06,0.734562,12.721,4.74,141.998,99.562,0.0,1.262,8.48361,26.0427,315.55125,20.01395833333333
US-Var,2001-11-07,0.568484,12.127,5.341,144.242,100.087,0.0,1.269,8.74989,22.7074,320.5370833333333,17.390625
US-Var,2001-11-08,0.953416,14.81,8.649,144.015,100.242,0.0,1.467,9.06276,15.3992,320.03270833333335,18.33729166666667
US-Var,2001-11-09,0.695498,16.629,11.482,121.691,99.879,0.0,1.327,8.28798,11.4409,270.42460416666665,11.508125
US-Var,2001-11-10,0.979293,16.38,10.188,108.35,99.594,1.272,1.226,9.01403,11.9169,240.776625,10.782083333333333
US-Var,2001-11-11,-1.03054,17.281,5.055,86.974,99.569,3.554,2.331,21.0719,0.496913,193.2755,0.9022291666666672
US-Var,2001-11-12,1.54801,14.434,3.655,23.502,99.362,48.508,1.854,10.9369,-12.0573,52.227720833333336,-22.94922916666667
US-Var,2001-11-13,0.827124,12.524,2.604,78.268,100.21,0.508,1.017,15.5542,8.00997,173.92941249999998,10.920083333333332
US-Var,2001-11-14,-0.377299,13.774,2.896,115.531,100.131,0.0,0.914,15.608,20.7584,256.7351875,35.458916666666674
US-Var,2001-11-15,0.949484,14.094,2.403,76.431,99.754,0.0,0.798,11.3362,12.3007,169.84719166666665,17.29252083333333
US-Var,2001-11-16,1.69192,13.338,3.045,93.484,99.831,0.0,0.852,13.9726,8.99933,207.7422729166667,13.016145833333333
US-Var,2001-11-17,2.69027,12.751,1.835,60.321,100.069,0.0,0.839,11.0276,12.6092,134.04763958333334,14.184916666666672
US-Var,2001-11-18,0.947494,11.237,2.073,114.82,100.248,0.0,0.965,21.5967,19.5005,255.15452083333332,15.841041666666664
US-Var,2001-11-19,1.17083,13.481,3.818,94.982,100.242,0.0,1.308,15.7798,10.1283,211.07141666666664,17.847854166666668
US-Var,2001-11-20,0.540526,13.683,5.23,50.147,100.148,0.0,0.9,10.1356,5.80582,111.43745833333332,5.598791666666666
US-Var,2001-11-21,0.328978,13.072,2.189,25.063,99.681,7.112,2.077,6.86048,-1.26634,55.69608333333333,-33.648604166666665
US-Var,2001-11-22,0.658103,13.141,2.818,75.13,99.627,3.81,1.677,18.3303,6.95348,166.95575,8.149729166666665
US-Var,2001-11-23,0.856543,9.464,1.826,62.078,99.619,0.0,0.998,13.2176,4.68095,137.95174999999998,7.8565625
US-Var,2001-11-24,0.842723,10.839,2.696,68.994,98.498,15.494,4.07,25.275,9.06735,153.32079166666668,-0.508395833333334
US-Var,2001-11-25,2.68799,7.343,2.084,63.872,99.958,0.25,1.612,16.752,3.89729,141.938125,-14.904333333333332
US-Var,2001-11-26,1.60596,6.427,2.82,125.514,100.346,0.0,1.521,21.0807,18.6909,278.91964583333333,9.665416666666664
US-Var,2001-11-27,0.881017,4.89,3.213,126.37,100.315,0.0,1.148,18.4159,14.911,280.8218958333334,11.819791666666664
