site,TIMESTAMP,GPP_NT_VUT_REF,TA_F,VPD_F,SW_IN_F,PA_F,P_F,WS_F,LE_F_MDS,H_F_MDS,PPFD_IN,NETRAD
US-Ton,2023-08-20,1.93598,25.926,17.723,136.605,99.182,0.0,1.955,22.3477,29.4639,305.5928844444444,59.96333333333333
US-Ton,2023-08-21,2.57845,23.784,12.969,188.725,99.177,0.0,3.68,20.0135,74.4156,408.5924717391305,99.5125
US-Ton,2023-08-22,2.92431,24.19,15.647,292.121,99.162,0.0,1.799,19.497,110.724,628.5246413043478,151.25020833333335
US-Ton,2023-08-23,2.31309,27.21,23.979,301.079,99.148,0.0,2.027,20.9694,105.915,614.7352729166666,144.57125
US-Ton,2023-08-24,2.15584,26.881,22.752,291.665,99.138,0.0,2.28,19.7172,118.016,597.26549375,139.02458333333334
US-Ton,2023-08-25,2.75994,22.578,14.713,303.152,99.118,0.117,1.646,21.0276,119.621,624.1001595744681,132.7212765957447
US-Ton,2023-08-26,2.52482,24.148,19.761,304.883,99.095,2.7,1.8,19.2314,100.032,636.2947130434783,136.96458333333334
US-Ton,2023-08-27,2.18011,24.906,23.118,306.777,99.128,0.843,1.648,15.7262,106.614,609.8678854166667,131.99208333333334
US-Ton,2023-08-28,1.58814,26.49,26.969,306.953,99.141,0.0,2.225,22.1708,90.7629,606.3123770833333,118.25404255319148
US-Ton,2023-08-29,1.81696,25.15,23.747,306.679,99.11,0.357,2.178,17.4294,103.426,616.7617404255319,116.93319148936168
US-Ton,2023-08-30,1.32354,26.513,27.718,298.872,99.128,0.341,1.942,16.5913,95.8758,592.1191875,125.77770833333334
US-Ton,2023-08-31,0.935184,26.526,24.846,262.797,99.166,0.0,2.605,22.8214,84.525,539.2778787234042,102.24148936170214
US-Ton,2023-09-01,1.38058,18.8,7.164,89.455,99.147,0.081,2.375,7.88416,22.4012,191.49041063829787,22.71083333333333
US-Ton,2023-09-02,0.0494707,17.879,4.985,66.952,99.133,20.331,1.54,24.1651,0.684463,148.98262340425532,31.29104166666667
US-Ton,2023-09-03,0.790659,18.707,6.592,167.017,99.104,1.263,1.524,34.4782,31.2797,351.6127791666666,89.78708333333333
US-Ton,2023-09-04,0.575529,20.424,11.129,283.24,99.129,0.15,1.791,42.7152,87.6834,584.7355708333333,133.9931914893617
US-Ton,2023-09-05,0.912399,23.353,17.436,280.523,99.148,1.541,1.777,35.3105,91.3324,578.5900458333333,128.77255319148935
US-Ton,2023-09-06,1.15989,22.529,16.714,277.225,99.166,0.203,1.901,28.713,109.783,580.3273085106383,122.3955319148936
US-Ton,2023-09-07,1.22244,23.27,18.1,278.283,99.17,1.031,1.727,28.077,100.105,581.3569425531915,131.79729166666667
US-Ton,2023-09-08,1.46626,25.114,21.888,275.788,99.165,0.012,2.166,28.2388,89.9232,573.3911574468086,121.00085106382978
US-Ton,2023-09-09,0.503155,25.305,23.331,267.644,99.163,0.0,1.883,25.5574,86.7935,573.8372304347827,122.52354166666667
US-Ton,2023-09-10,1.36553,24.733,23.169,277.152,99.158,0.18,2.0,25.3926,95.3268,560.3701104166666,118.57875
US-Ton,2023-09-11,1.11348,24.553,21.992,275.054,99.133,0.222,2.039,28.4261,96.0028,553.8719145833334,107.6223404255319
US-Ton,2023-09-12,1.56442,23.285,16.999,272.244,99.143,6.303,1.588,21.6647,110.559,563.4232574468084,119.75229166666664
US-Ton,2023-09-13,0.915668,24.53,20.476,266.569,99.166,13.462,1.793,23.6129,86.4089,554.7513787234043,118.98562499999998
US-Ton,2023-09-14,1.15465,24.578,19.356,258.637,99.15,18.182,1.775,18.7432,97.42,529.30834375,118.32270833333332
US-Ton,2023-09-15,1.55385,22.165,13.129,254.75,99.113,11.061,1.717,14.9101,103.582,535.6827404255318,121.25166666666668
US-Ton,2023-09-16,1.35906,19.754,8.322,248.544,99.114,0.518,1.557,11.4585,101.312,535.2289826086956,113.2248936170213
US-Ton,2023-09-17,0.941877,18.741,7.557,250.248,99.129,0.942,1.868,11.6254,100.489,514.4461375,120.70625
US-Ton,2023-09-18,1.39409,19.346,9.064,247.98,99.162,0.011,2.199,11.1799,96.1431,520.0753191489362,117.59104166666668
US-Ton,2023-09-19,1.50778,20.19,11.199,246.59,99.154,31.591,1.772,7.41802,93.4491,513.0948416666666,106.4063829787234
US-Ton,2023-09-20,1.55611,19.747,10.444,241.079,99.117,0.023,2.134,9.21408,87.7501,523.4268065217391,105.61083333333332
US-Ton,2023-09-21,1.6576,18.036,9.997,237.391,99.084,0.006,1.775,6.93879,85.4114,519.4123911111111,102.159375
US-Ton,2023-09-22,1.7716,18.489,10.926,238.788,99.134,0.005,1.924,6.4977,88.0773,499.72358723404255,97.07979166666668
US-Ton,2023-09-23,1.95319,18.755,11.34,241.873,99.199,0.174,1.803,9.25559,92.0832,505.9075680851064,96.15729166666668
US-Ton,2023-09-24,2.09914,18.197,10.162,240.431,99.201,0.0,2.037,9.50356,92.8909,514.6094956521739,97.80979166666668
US-Ton,2023-09-25,2.06815,17.927,9.193,234.717,99.201,0.0,1.907,7.6798,80.1145,495.6949765957447,96.585
US-Ton,2023-09-26,1.73323,19.831,11.317,202.154,99.196,0.0,2.21,5.82427,71.5462,429.83708125,91.866875
US-Ton,2023-09-27,1.58951,19.725,11.562,237.66,99.191,0.0,2.003,9.1856,85.7937,516.4391739130435,97.15770833333332
US-Ton,2023-09-28,1.59978,19.902,13.243,237.542,99.195,0.002,2.009,9.51201,84.1951,523.1340044444445,94.338125
US-Ton,2023-09-29,1.49288,18.629,9.659,202.746,99.225,0.001,2.752,6.4312,84.3538,423.14933125,88.98833333333334
US-Ton,2023-09-30,1.47836,15.823,3.761,104.088,99.23,0.0,2.057,12.6085,29.3953,229.67391063829788,61.09708333333333
US-Ton,2023-10-01,1.77259,17.103,5.702,161.131,99.217,0.0,1.333,25.6122,46.7143,350.0246913043478,94.72479166666666
US-Ton,2023-10-02,1.67231,18.379,12.228,225.038,99.219,0.007,1.823,16.0267,72.8958,475.8096106382979,94.10604166666668
US-Ton,2023-10-03,1.54771,20.57,15.462,221.279,99.235,0.011,1.97,14.3126,76.2037,471.48046808510645,95.064375
US-Ton,2023-10-04,1.47057,23.55,19.887,220.112,99.243,0.022,2.142,12.838,62.1972,441.65540217391305,62.98199999999999
US-Ton,2023-10-05,1.34763,25.559,23.344,218.871,99.234,0.0,2.515,13.8922,60.6065,454.5775333333333,83.896875
US-Ton,2023-10-06,1.40602,26.483,24.993,215.596,99.232,0.0,2.494,9.84997,51.076,444.7853937500001,77.16770833333334
US-Ton,2023-10-07,1.20548,27.213,27.789,214.52,99.234,0.022,2.515,10.0718,45.3772,444.0078520833333,71.44833333333334
US-Ton,2023-10-08,1.46977,26.414,25.689,206.567,99.237,0.207,2.034,10.5788,59.7142,428.38176875,70.5575
US-Ton,2023-10-09,1.35327,16.988,6.688,100.029,99.231,0.071,1.321,-1.16389,32.5396,210.7409375,26.644166666666667
US-Ton,2023-10-10,1.46137,17.06,5.03,131.496,99.213,0.158,2.064,10.4658,46.9563,276.1857979166666,81.14125
US-Ton,2023-10-11,0.850147,15.719,7.534,214.517,99.207,0.006,2.757,28.4079,45.7642,448.5266083333333,104.29666666666668
US-Ton,2023-10-12,1.26679,16.667,11.552,209.525,99.202,0.011,1.72,20.7479,56.4801,425.0111020833333,76.388125
US-Ton,2023-10-13,0.925997,19.957,15.584,175.429,99.182,0.007,2.369,19.9325,38.3884,355.9598145833333,65.2625
US-Ton,2023-10-14,1.151,19.805,15.018,167.542,99.176,0.0,1.671,12.3868,52.532,348.1202395833334,62.611875
US-Ton,2023-10-15,1.4586,21.244,17.889,196.142,99.147,0.018,1.986,13.164,56.5007,404.43271875,71.40770833333333
US-Ton,2023-10-16,1.35532,20.602,14.462,171.142,99.111,0.732,2.031,10.0065,45.3219,352.01075208333333,54.79
US-Ton,2023-10-17,1.37854,20.624,15.397,195.702,99.088,0.0,2.259,8.65764,51.8362,403.8950541666666,74.80479166666667
US-Ton,2023-10-18,1.36384,23.119,18.571,183.848,99.066,0.0,2.011,4.85926,38.2831,375.03338125,60.43375
US-Ton,2023-10-19,1.28257,25.584,25.706,184.971,98.967,1.64,1.998,11.3476,46.9253,378.6802854166667,59.19375
US-Ton,2023-10-20,1.28593,22.969,18.525,155.542,99.02,0.0,1.752,6.64241,36.3505,323.08170208333337,42.536458333333336
US-Ton,2023-10-21,1.29816,16.562,6.891,172.79,99.092,0.0,1.789,4.73467,61.2819,362.8327479166667,61.83083333333334
US-Ton,2023-10-22,0.685361,15.552,2.012,77.106,99.061,0.603,2.1,14.3143,7.65828,171.32386458333335,42.75291666666667
US-Ton,2023-10-23,1.20063,16.721,4.19,144.077,99.097,0.331,1.714,25.8114,31.5811,301.27427708333335,72.69354166666666
US-Ton,2023-10-24,1.09382,18.087,6.784,169.988,99.134,1.958,1.776,20.4062,40.1355,356.1047270833333,56.38479166666667
US-Ton,2023-10-25,0.817857,14.35,4.259,61.706,99.125,0.0,1.737,21.1873,7.13308,132.503275,2.1466666666666665
US-Ton,2023-10-26,1.16282,12.94,5.48,166.233,99.08,0.0,1.87,21.2355,37.9807,333.6327604166667,62.319375
US-Ton,2023-10-27,1.24841,12.451,8.094,182.556,99.109,0.0,2.03,28.1577,38.9958,364.55919375,46.66020833333332
US-Ton,2023-10-28,1.53946,11.82,8.264,179.658,99.104,0.0,2.62,20.7264,36.7005,355.4809,46.45604166666666
US-Ton,2023-10-29,1.85603,13.337,10.822,178.622,99.073,0.044,1.746,12.8517,41.0352,355.52607291666664,47.25541666666666
US-Ton,2023-10-30,1.57992,14.928,11.447,172.738,99.099,0.0,2.264,20.2167,20.842,347.9344770833333,44.395833333333336
US-Ton,2023-10-31,1.87385,16.019,12.722,165.559,99.156,0.092,2.231,18.2454,22.7942,330.21661666666665,40.43083333333333
US-Ton,2023-11-01,1.77595,16.832,14.701,157.832,99.134,0.381,2.032,20.9008,19.8343,319.23626875,38.78020833333333
US-Ton,2023-11-02,1.5582,18.206,14.362,145.65,99.041,0.012,1.9,13.5612,23.5417,304.1749625,46.21333333333333
US-Ton,2023-11-03,1.3547,18.28,12.531,157.4,99.076,0.045,1.766,16.2179,42.2885,330.20316875000003,52.405
US-Ton,2023-11-04,1.64073,19.554,13.571,137.819,99.036,0.0,2.169,16.1326,24.4035,289.5705520833333,41.12895833333334
US-Ton,2023-11-05,0.938386,18.209,8.142,111.327,99.123,0.0,1.337,12.9306,31.8438,233.6464645833333,54.05395833333333
US-Ton,2023-11-06,-0.683161,15.729,3.252,76.392,99.179,0.0,2.106,30.1853,0.863417,164.01252916666667,29.772083333333335
US-Ton,2023-11-07,1.06596,13.081,3.929,126.596,99.226,0.0,1.921,24.4319,24.7206,260.67326041666666,39.84520833333334
US-Ton,2023-11-08,1.28731,11.793,7.114,157.023,99.213,0.104,1.775,23.0695,28.5699,313.0544104166667,31.463958333333338
US-Ton,2023-11-09,0.989164,12.547,8.328,130.779,99.164,0.001,2.005,19.9619,9.09271,261.9294333333333,21.038750000000004
US-Ton,2023-11-10,1.2537,13.084,8.075,137.602,99.161,0.0,2.143,20.0438,18.0124,280.40205416666663,36.02125
US-Ton,2023-11-11,1.41099,14.148,8.674,143.594,99.15,0.0,1.959,15.6728,15.9602,294.2838395833333,36.71458333333334
US-Ton,2023-11-12,1.37555,15.792,10.424,146.16,99.199,0.0,2.011,22.2948,23.2294,296.47964583333334,39.032083333333325
US-Ton,2023-11-13,1.47508,14.666,9.925,133.071,99.218,0.0,1.652,15.8564,16.9437,271.11139583333335,25.77083333333333
US-Ton,2023-11-14,2.0035,16.061,12.629,137.167,99.207,0.0,2.357,22.7875,17.9682,279.06432083333334,30.891666666666666
US-Ton,2023-11-15,0.979269,14.276,9.097,56.798,99.23,0.0,2.119,16.8892,-10.5963,117.397125,6.243333333333333
US-Ton,2023-11-16,1.27387,15.734,4.707,108.033,99.213,0.0,1.702,21.7933,9.72507,231.90664791666663,52.53625
US-Ton,2023-11-17,1.40887,16.528,8.564,90.483,99.239,0.0,2.401,20.8856,-6.69064,189.0192020833333,20.616875
US-Ton,2023-11-18,0.31111,15.043,3.827,43.462,99.249,0.016,4.197,16.2394,-40.0587,92.94616666666668,15.821041666666666
US-Ton,2023-11-19,1.62542,10.798,5.266,140.531,99.209,0.001,2.928,33.8384,7.21055,283.3846770833333,19.540625
US-Ton,2023-11-20,1.93027,10.453,5.292,136.625,99.172,0.0,1.799,13.7577,20.9858,280.3478395833333,24.161666666666665
US-Ton,2023-11-21,1.90794,12.587,7.524,116.385,99.159,0.037,1.922,16.7101,2.36047,236.8773583333333,13.212708333333332
US-Ton,2023-11-22,2.08471,13.215,9.033,116.031,99.186,0.0,1.761,17.9072,14.5806,235.81553125,22.6975
US-Ton,2023-11-23,2.29984,12.644,7.0,131.065,99.202,0.0,1.866,12.7525,26.3695,268.711975,24.79833333333333
US-Ton,2023-11-24,1.62205,8.514,5.635,135.848,99.129,0.0,1.942,16.4926,22.7104,269.9364458333333,17.281249999999996
US-Ton,2023-11-25,1.50609,9.261,6.548,130.679,99.149,0.01,2.248,19.5579,10.6135,261.9926770833333,17.78708333333333
US-Ton,2023-11-26,2.00404,10.034,7.254,130.848,99.161,0.002,2.138,14.621,12.3492,262.9822395833333,16.64979166666667
US-Ton,2023-11-27,2.12861,10.124,7.2,129.431,99.119,0.0,2.079,14.2995,4.70785,259.67457291666665,14.500208333333331
US-Ton,2023-11-28,2.4741,11.267,8.978,126.65,99.103,0.287,1.966,16.0483,6.72889,256.84116666666665,16.55666666666666
US-Ton,2023-11-29,2.30999,10.454,7.334,107.26,99.08,0.0,1.912,10.9123,12.5114,219.87786666666668,24.59083333333333
US-Ton,2023-11-30,1.94752,10.449,5.12,96.14,99.032,0.0,2.118,9.60865,15.4636,194.21593541666667,22.6325
US-Ton,2023-12-01,1.94915,10.19,4.835,114.958,99.047,0.0,1.714,11.6724,23.0961,235.1331416666667,30.82166666666667
US-Ton,2023-12-02,1.96228,11.399,1.846,57.148,99.17,0.0,2.186,12.2715,-1.81797,121.70800833333332,38.47916666666666
US-Ton,2023-12-03,2.42566,13.663,4.22,87.931,99.203,0.285,1.564,14.0032,14.173,186.3036270833333,22.409166666666664
US-Ton,2023-12-04,2.03204,12.089,3.272,116.929,99.168,0.886,1.753,8.87178,19.609,245.38605416666667,26.264375
US-Ton,2023-12-05,1.77043,12.902,4.71,110.798,99.164,0.018,1.688,9.86147,12.8698,230.79045416666668,18.76270833333333
US-Ton,2023-12-06,0.513193,11.973,3.756,46.386,99.183,0.0,2.618,10.0722,-14.2256,96.03695208333332,3.498333333333333
US-Ton,2023-12-07,0.900735,10.26,2.292,60.704,99.176,0.625,2.138,19.2122,-6.75195,129.11877708333336,33.55375
US-Ton,2023-12-08,0.983008,6.942,2.708,121.633,99.185,0.012,2.301,16.8335,14.6032,242.41740833333333,12.25125
US-Ton,2023-12-09,1.0931,7.77,3.726,108.312,99.223,0.0,1.692,10.7141,13.3993,223.29858125,11.365208333333335
US-Ton,2023-12-10,1.30682,9.022,3.775,97.046,99.219,0.0,1.786,9.38841,8.28593,195.04735,6.828125
US-Ton,2023-12-11,1.77828,9.219,4.939,114.044,99.19,0.0,1.619,10.8464,18.8602,235.22801041666665,16.862916666666667
US-Ton,2023-12-12,1.67814,9.28,4.412,116.108,99.147,0.0,1.954,10.2668,13.2237,233.16753541666665,13.774375
US-Ton,2023-12-13,1.90397,9.938,5.355,114.227,99.153,0.079,2.01,8.63707,3.83377,230.41101875,12.437916666666665
US-Ton,2023-12-14,2.38918,11.019,6.585,92.835,99.253,0.0,1.806,11.3951,3.99963,186.72380625,5.913958333333333
US-Ton,2023-12-15,2.14718,12.271,8.491,100.854,99.326,0.0,2.019,11.2747,0.208131,201.3328833333333,7.393541666666667
US-Ton,2023-12-16,2.02276,13.38,10.282,117.223,99.347,0.005,1.873,12.5046,11.642,234.97499375,14.442708333333334
US-Ton,2023-12-17,1.14615,11.924,7.151,60.442,99.345,0.382,1.95,11.8371,-1.93087,122.52138958333336,12.871666666666668
US-Ton,2023-12-18,0.764073,12.566,3.158,51.423,99.322,0.297,3.969,20.915,-37.1566,106.49340833333332,23.253043478260867
US-Ton,2023-12-19,0.855626,15.285,2.402,56.123,99.255,0.0,4.068,21.0245,-23.2693,117.28414791666668,15.378125
US-Ton,2023-12-20,0.731125,13.917,2.926,36.829,99.224,0.0,3.008,13.3229,-17.9673,77.75860416666666,6.888750000000001
US-Ton,2023-12-21,1.00185,12.63,1.903,75.573,99.235,0.0,1.857,16.8685,-4.6383,158.40027708333332,24.71395833333333
US-Ton,2023-12-22,0.959039,11.477,3.253,110.885,99.231,0.0,1.789,15.5978,16.4783,230.736425,17.342708333333334
US-Ton,2023-12-23,0.39273,10.018,1.522,75.915,99.241,0.0,1.62,9.73771,9.24347,152.80154375,14.68
US-Ton,2023-12-24,1.09452,9.458,2.219,102.135,99.23,0.0,1.868,10.7908,8.88794,208.3279395833333,18.08354166666666
US-Ton,2023-12-25,1.32167,10.311,2.508,96.631,99.212,0.0,1.532,9.7458,16.6297,202.4942270833333,26.67958333333333
US-Ton,2023-12-26,0.814552,10.979,2.435,66.806,99.224,0.0,1.292,9.00515,7.76565,138.6352375,5.898333333333331
US-Ton,2023-12-27,0.80441,11.286,3.072,61.979,99.241,0.011,2.475,16.0137,-8.42641,125.85622708333334,11.832291666666665
US-Ton,2023-12-28,1.41329,13.25,4.224,83.752,99.239,0.0,1.651,17.8848,1.54056,177.33384999999998,30.897916666666664
US-Ton,2023-12-29,0.664921,14.807,6.56,80.946,99.207,0.0,2.851,28.1868,-8.03871,167.29315625,18.45895833333333
US-Ton,2023-12-30,1.55106,11.304,1.298,80.554,99.189,0.0,1.707,13.607,14.1605,168.18333750000002,41.57125
US-Ton,2023-12-31,1.46613,10.934,2.307,60.831,99.174,0.0,1.488,12.2516,6.46747,126.93616458333334,10.906458333333331
US-MMS,1999-01-01,0.051462,-10.846,1.148,49.045,99.208,0.0,3.362,0.925042,1.17604,81.83916666666666,14.13125
US-MMS,1999-01-02,0.649799,-2.698,1.287,7.108,97.396,8.9,5.534,-0.106904,-16.2947,0.0,5.402083333333334
US-MMS,1999-01-03,0.130441,-8.306,1.282,43.046,97.837,0.0,6.542,1.62741,-0.552975,76.92916666666667,31.580458333333336
US-MMS,1999-01-04,-0.171333,-15.188,1.081,74.444,99.169,0.0,4.248,4.59055,17.9062,183.23916666666665,57.7775
US-MMS,1999-01-05,-0.00582256,-14.819,1.208,118.175,99.25,0.0,4.159,4.82262,23.8746,249.3733333333333,89.76695652173912
US-MMS,1999-01-06,0.223624,-1.967,1.64,41.324,98.415,3.0,5.47,3.32603,0.928182,46.54909090909091,31.00769230769231
US-MMS,1999-01-07,-0.0657891,-10.369,1.269,59.981,99.375,0.0,2.02,5.44013,17.3273,107.015,29.653333333333336
US-MMS,1999-01-08,0.359931,-4.404,1.096,13.315,98.096,0.0,2.535,0.231692,-14.3355,13.963478260869566,10.0575
US-MMS,1999-01-09,-0.124715,-10.526,1.148,92.716,98.7,0.0,3.939,3.09831,8.29427,159.34708333333333,85.83166666666666
US-MMS,1999-01-10,-0.203135,-11.298,1.237,56.688,98.755,0.0,4.413,3.31744,10.7943,87.49837500000001,39.922916666666666
US-MMS,1999-01-11,0.115074,-6.431,1.743,58.145,98.358,8.5,5.323,-0.355486,-10.933,104.3225,25.932916666666667
US-MMS,1999-01-12,0.396433,5.128,1.979,50.789,97.75,0.3,5.887,-2.38476,-29.818,82.73708333333335,18.05291666666667
US-MMS,1999-01-13,0.39226,0.031,1.233,11.031,98.25,5.9,5.044,1.40283,-27.0868,2.35,8.453333333333333
US-MMS,1999-01-14,-0.0306698,-7.064,1.262,33.16,98.758,0.0,2.93,1.72085,-21.3128,26.250875,23.521666666666665
US-MMS,1999-01-15,0.0879909,-4.315,1.589,58.739,98.354,0.0,3.116,1.96542,-11.632,80.227125,44.80083333333334
US-MMS,1999-01-16,0.491561,3.726,2.554,110.073,97.933,3.0,5.187,7.41478,-9.19042,200.76125,41.855833333333344
US-MMS,1999-01-17,0.550805,6.557,1.952,58.754,97.671,7.5,4.397,8.56984,-25.8585,98.32041666666667,27.567125
US-MMS,1999-01-18,0.336462,3.191,2.149,31.888,97.575,0.2,6.34,1.72862,-26.1155,42.62916666666667,-3.191666666666668
US-MMS,1999-01-19,0.444202,-0.847,1.532,68.026,98.358,0.0,3.407,6.34442,-10.9545,117.67624999999998,13.275833333333331
US-MMS,1999-01-20,0.250483,4.004,2.734,106.788,98.075,0.1,2.802,7.48671,11.2538,192.45041666666668,45.61875
US-MMS,1999-01-21,0.302775,5.805,2.473,26.348,97.496,36.2,4.55,0.771651,-26.7161,34.502500000000005,19.90833333333333
US-MMS,1999-01-22,0.171028,3.867,2.051,25.675,97.274,39.3,5.747,1.02898,-29.7135,35.89,21.03235294117647
US-MMS,1999-01-24,0.199323,1.584,1.941,52.14,98.642,0.0,9.113,-1.7674,-5.89855,86.64,22.125
US-MMS,1999-01-25,0.0506592,0.962,1.636,75.663,99.228,0.001,4.65,-3.45623,11.4132,9.182,-27.328666666666663
US-MMS,1999-01-26,0.255859,1.419,2.218,120.708,99.344,0.0,3.816,1.01084,13.6653,132.0961904761905,2.2505555555555525
US-MMS,1999-01-27,0.128361,12.028,3.973,81.006,98.146,0.0,6.86,-4.31914,-17.8011,140.785,12.83375
US-MMS,1999-01-28,0.191808,2.277,1.319,46.891,98.7,0.0,2.884,4.27302,5.76793,76.21833333333333,30.34833333333334
US-MMS,1999-01-29,-0.0104543,-3.113,1.165,93.295,99.483,0.0,2.811,3.01283,23.9056,165.86916666666667,29.87041666666667
US-MMS,1999-01-30,0.144993,-2.936,1.872,118.767,99.596,0.0,4.19,5.97262,2.91762,213.02625,34.55083333333334
US-MMS,1999-01-31,-0.158961,1.182,1.371,14.595,99.138,19.3,4.682,5.12379,-19.9096,10.52,2.691666666666666
US-MMS,1999-02-01,-0.151983,5.424,0.0,16.419,98.454,5.1,3.914,-7.42419,-45.5429,13.953478260869565,14.09375
US-MMS,1999-02-02,-0.18437,2.262,0.509,18.722,97.688,1.0,4.582,2.84081,-34.7031,17.835238095238097,-10.576666666666668
US-MMS,1999-02-03,0.0395464,0.254,3.409,109.974,97.746,0.4,5.49,21.2646,-10.0138,191.66625,26.770416666666662
US-MMS,1999-02-04,-0.196872,-0.67,1.933,160.775,98.42,0.4,4.82,11.7693,43.9023,267.65,47.5
US-MMS,1999-02-05,-0.186234,-2.347,2.521,122.935,98.996,0.4,4.358,12.8604,10.8301,226.20833333333331,44.2225
US-MMS,1999-02-06,-0.341781,2.543,2.595,110.525,98.188,0.8,4.203,12.2629,3.6285,208.34125000000003,54.06208333333334
US-MMS,1999-02-07,-0.138163,2.843,0.148,10.867,97.196,51.9,4.897,0.165013,-18.7326,5.647,6.992500000000001
US-MMS,1999-02-08,-0.109013,2.991,2.107,142.876,98.192,0.0,3.148,24.5047,44.0935,273.39458333333334,75.9375
US-MMS,1999-02-09,0.0209795,6.878,5.488,154.635,98.396,0.0,3.867,16.1053,25.3229,294.6279583333333,61.55565217391303
US-MMS,1999-02-10,0.486284,7.215,6.896,156.707,98.604,0.0,3.951,15.1722,38.6694,295.77,53.83166666666667
US-MMS,1999-02-11,0.0308032,12.993,3.814,91.005,97.833,19.4,6.775,-3.09,11.1281,149.31695652173914,41.66869565217391
US-MMS,1999-02-12,-0.291634,-3.272,1.388,119.992,98.337,0.2,6.012,12.4167,39.8255,215.898375,68.36458333333333
US-MMS,1999-02-13,-0.191898,-6.301,1.469,182.86,99.412,0.0,3.735,10.2105,60.8104,337.95666666666665,74.11749999999999
US-MMS,1999-02-14,0.136216,-0.876,2.62,160.536,99.413,0.0,4.171,13.0736,37.1044,302.00129166666665,59.96458333333334
US-MMS,1999-02-15,0.230489,5.348,6.483,143.758,98.583,0.0,6.18,14.3916,-1.40413,266.26416666666665,40.78791666666667
US-MMS,1999-02-16,-0.0358938,4.793,3.049,35.754,97.992,2.9,5.235,-2.02685,-34.0024,51.99208333333333,-3.66625
US-MMS,1999-02-17,-0.0977104,-3.552,0.963,35.655,98.167,0.018,2.711,9.34768,12.3075,49.59166666666667,17.40125
US-MMS,1999-02-18,0.213421,-1.6,1.874,128.634,98.166,0.0,2.426,8.40627,33.9681,222.1234782608696,54.03217391304348
US-MMS,1999-02-19,0.294945,-2.201,1.662,170.214,98.254,0.0,3.149,6.98622,31.4776,320.7722727272727,158.5507142857143
US-MMS,1999-02-20,0.0717581,-4.103,1.348,76.686,98.754,0.0,2.371,7.20329,26.4244,133.35083333333333,33.42208333333333
US-MMS,1999-02-21,0.00962394,-5.669,1.599,187.729,99.267,0.0,3.906,9.24108,57.142,344.99875000000003,83.22
US-MMS,1999-02-22,-0.00979936,-5.179,2.202,190.283,99.379,0.0,2.716,9.91175,52.9145,349.74375000000003,87.60541666666666
US-MMS,1999-02-23,0.0171623,-2.986,1.126,59.731,98.665,0.6,2.95,11.7153,20.948,87.56391304347827,31.81
US-MMS,1999-02-24,-0.0628365,-0.027,0.335,50.597,98.708,1.0,3.027,5.73915,2.61895,77.42295833333333,37.8975
US-MMS,1999-02-25,0.00904035,-0.443,0.607,87.823,98.546,0.8,2.859,14.1533,22.3297,152.55541666666667,50.12916666666666
US-MMS,1999-02-26,0.0832821,0.834,2.703,149.295,98.633,0.0,3.596,19.2226,35.1119,277.95958333333334,66.03041666666667
US-MMS,1999-02-27,0.1476,8.639,1.39,29.088,97.25,23.3,5.737,-5.72688,-40.6749,41.557391304347824,24.351666666666663
US-MMS,1999-02-28,0.184321,2.183,0.669,19.888,97.029,1.5,4.952,0.916042,-18.5621,22.1865,0.0945833333333325
US-MMS,1999-03-01,0.0497951,1.545,2.362,178.638,97.575,0.0,4.151,21.455,58.3764,340.1379166666666,97.400875
US-MMS,1999-03-02,-0.146402,3.218,2.996,47.81,97.321,2.4,3.83,8.83266,-5.87397,78.76333333333334,12.643333333333333
US-MMS,1999-03-03,-0.170753,-3.277,0.865,61.72,97.542,0.3,5.705,13.1383,27.8572,103.03791666666667,28.3425
US-MMS,1999-03-04,-0.0212457,-0.919,2.839,215.845,98.5,0.0,3.273,15.5276,60.0561,409.5258333333333,106.00879166666668
US-MMS,1999-03-05,-0.13557,3.101,2.991,47.446,98.196,7.1,5.571,11.6699,-28.7677,78.34833333333333,22.58
US-MMS,1999-03-06,0.130114,0.299,0.444,31.097,98.508,17.0,5.102,7.77324,3.12787,43.455652173913045,19.882916666666667
US-MMS,1999-03-07,0.152359,-5.761,1.499,235.919,100.096,0.0,2.961,9.61339,59.2473,438.45208333333335,116.88125
US-MMS,1999-03-08,-0.049658,-3.789,1.996,51.087,99.312,0.0,4.924,7.91741,6.88304,84.29791666666667,14.224166666666669
US-MMS,1999-03-09,0.0329166,0.75,0.01,29.117,97.675,8.9,3.693,7.10985,-20.4094,39.24090909090909,22.907916666666665
US-MMS,1999-03-10,-0.131379,-3.326,1.082,189.443,98.608,0.2,2.951,10.9379,54.5344,365.1679166666666,102.33129166666669
US-MMS,1999-03-11,0.17631,-3.997,2.039,207.253,99.046,0.0,2.499,9.09713,52.5416,398.8841666666667,96.80124999999998
US-MMS,1999-03-12,0.220902,-2.333,2.806,238.306,99.179,0.0,3.043,9.11029,37.9455,443.805,112.75166666666668
US-MMS,1999-03-13,0.060038,-2.39,2.141,82.432,98.783,0.0,4.057,9.3828,4.71508,147.55625,35.004583333333336
US-MMS,1999-03-18,-0.40953,0.468,2.825,249.438,98.737,0.0,4.611,8.67386,90.3712,454.489,206.5407692307692
US-MMS,1999-03-19,-0.739713,-1.403,2.217,223.671,99.35,0.0,2.436,7.8196,64.6668,429.4549999999999,107.8875
